model,policy,delay_days,calibration,pr_auc,pr_auc_sd,roc_auc,brier,logloss,cal_intercept,cal_slope,recall_005,precision_005,value_capture_005,recall_01,value_capture_01
lightgbm,sliding180_unweighted,30,raw,0.8781218498289727,0.20576346306425577,0.9873482885130734,0.001417735001714113,0.017021530658636767,-0.16457690937006839,0.6235051924591984,0.8630694118145525,0.6889534831867228,0.9104850867020575,0.9385845523672359,0.9703352872387736
lightgbm,sliding180_weighted,0,beta,0.9610588187546835,0.012655351539938412,0.998812910300798,0.0005096049690755316,0.002228466409365546,-0.07456713235505126,0.9894296741345493,0.9389224695921832,0.7681201807448149,0.9763093190104613,0.9782811536954371,0.9952304587285647
lightgbm,sliding180_weighted,0,platt,0.9610588187546835,0.012655351539938412,0.998812910300798,0.0005077188529689747,0.002221698979732147,-0.03938903839428478,0.9951902804278036,0.9389224695921832,0.7681201807448149,0.9763093190104613,0.9782811536954371,0.9952304587285647
lightgbm,sliding180_weighted,0,raw,0.9610588187546835,0.01265535153993841,0.998812910300798,0.0006674213979751247,0.0027922547044732186,-1.5748362652372523,0.8413694359425822,0.9389224695921832,0.7681201807448149,0.9763093190104613,0.9782811536954371,0.9952304587285647
lightgbm,sliding180_weighted,7,beta,0.9610301736572308,0.01214938741755218,0.9989697786507299,0.0005149428933963018,0.0022393549911718454,-0.025414406953348165,0.9871430931981585,0.9382797052531021,0.7671491536691329,0.9761112398002555,0.9790718433691032,0.9958545638292965
lightgbm,sliding180_weighted,7,platt,0.9610301736572308,0.01214938741755218,0.9989697786507299,0.000513321842526048,0.0022293886914682326,0.01607135940506173,1.0020683732813096,0.9382797052531021,0.7671491536691329,0.9761112398002555,0.9790718433691032,0.9958545638292965
lightgbm,sliding180_weighted,7,raw,0.9610301736572308,0.012149387417552154,0.9989697786507299,0.0006767612342331773,0.0027818998603151845,-1.5672305187732694,0.8472212496265615,0.9382797052531021,0.7671491536691329,0.9761112398002555,0.9790718433691032,0.9958545638292965
lightgbm,sliding180_weighted,14,beta,0.9605229618130203,0.012767862976483193,0.9988847135391535,0.0005164573197277139,0.0022454579102996583,-0.06137866377960067,0.9857672534222864,0.9373439106348672,0.7665634338994619,0.9750145579999177,0.9775079178256011,0.9952621982281951
lightgbm,sliding180_weighted,14,platt,0.9605229618130203,0.012767862976483193,0.9988847135391535,0.0005154833772497206,0.0022412059611564136,-0.06431599696217553,0.9967889096483807,0.9373439106348672,0.7665634338994619,0.9750145579999177,0.9775079178256011,0.9952621982281951
lightgbm,sliding180_weighted,14,raw,0.9605229618130203,0.012767862976483205,0.9988847135391535,0.0006805052677388543,0.002807183380044542,-1.5833306831739453,0.8473971316914651,0.9373439106348672,0.7665634338994619,0.9750145579999177,0.9775079178256011,0.9952621982281951
lightgbm,sliding180_weighted,30,beta,0.960495728709032,0.012928935241769284,0.9988427078371273,0.0005161929726871642,0.002250582815119552,-0.04871281676589504,0.9843380363362897,0.9372415420872735,0.7670593684215855,0.9756258134426016,0.9782385621845336,0.9950015253307113
lightgbm,sliding180_weighted,30,platt,0.960495728709032,0.012928935241769284,0.9988427078371273,0.0005158345507305562,0.002246227521685304,-0.05413485041978933,0.9972274680824343,0.9372415420872735,0.7670593684215855,0.9756258134426016,0.9782385621845336,0.9950015253307113
